Speaker,Sentences
[OTH],"Yeah, I think I left your oven on, too."
[OTH],Uh-ssee ya - Saturday - Jesus. Good luck.
[OTH],Change my bet!
[OTH],I'm betting on the Devil!
[OTH],I wanna change my bet to Satan.
[OTH],"Me, too."
[OTH],Wai-wa I was here first.
[OTH],"Now, uh, as your counselor, I want you to feel like you can tell me anything. mkay? Uh, being the new kid can be tough, but I'm your friend, m'kay?"
[OTH],Everybody hates me!
[OTH],Well-uh. Why do you suppose that is?
[OTH],Because I'm the son of the Devil?
[OTH],"Uhuh. That's a good start, why else?"
[OTH],Because I... burn them and kill them?
[OTH],"Well yeah, maybe that's it. Wha... wha what you need to do, uh Damien, is - is to be overly nice. And no matter how mean the other kids are to you, just don't retaliate. You be passive, m'kay? That's what I taught the little British boy, Pip, and, and just look at how much the other children like him now."
[OTH],I bet I can spit the most on him.
[OTH],Oh yeah? I bet I can spit in his hair.
[OTH],Eho. Nice try. A little higher and you've got it.
[OTH],"Damn, recess sucks without any slides or nothin'."
Cartman,"Oh, here comes the unholy butt-hole now. Ey! Thanks a lot for burning everything down, you little bitch!"
[OTH],I apologize for ruining your playground. And turning your friend into a duck-billed platypus. I was doing my father's bidding. I didn't have a choice.
Cartman,"Oh, excuse me new kid. I didn't mean to fart on you, I didn't have a choice!"
[OTH],"Phew! You stink, new kid. You smell like a fart."
[OTH],Yeah. We're gonna call you Fart-boy from now on.
[OTH],"Bubye, Fart-boy."
[OTH],See ya.
[OTH],"Good day, Damien. How are you?"
[OTH],"Those guys farted on me, and then called me-"
[OTH],Fartboy? Oho good. Perhaps they won't call me that anymore.
[OTH],"Ahm-hm-hm! Excuse me, I just talked to the bookie at the sports betting bar-"
[OTH],Oh ooh.
[OTH],I have been forsaken! It seems that several bets were changed to Satan this morning.
[OTH],"In fact, it seems that only one person in this entire town is still betting on me!"
[OTH],"You should all be ashamed of yourselves, betting against your Lord and Savior! I am disgusted!"
[OTH],Your bet was changed as well. You forsaked me too!
[OTH],"Oho... Right, well... He does have a couple of hundred pounds on you, Jesus."
[OTH],I implore you all: don't bet on the Dark One. It is a bet that you will never win.
[OTH],"Jesus, I am sorry I have sinned against you. I'm gonna march right over to that bookie and change my bet right now!"
[OTH],"Oh, ye- yeah, yeah, me too, me too."
[OTH],Yeah.
[OTH],Praise the Lo-hohohord! Thank you sweet Jesus for showing us the light! See ya later.
[OTH],"What the hell, does he think we're all crazy?"
[OTH],"Yeah, crazy."
[OTH],He's so gay.
[OTH],Yeah.
[OTH],You're all a bunch of Judases!
[OTH],"Hey, Jesus."
[OTH],"What are you doing out so late, kids?"
[OTH],We have to find Red and Green Mega Man for Cartman's birthday party.
[OTH],"Oh. Kids, you believe I can beat Satan, right?"
[OTH],"Sh-sure, dude, you're the Son of God."
[OTH],"Yeah. You aren't having any doubts, are you?"
[OTH],"No, uh-no, no. But could ya help me train a little?"
[OTH],"Satan, what do expect the outcome of the fight to be?"
[OTH],I will crush him like a little bug!
[OTH],"Satan, what about the rumors of your involvement in the Gulf War?"
[OTH],"Let's focus on the fight, can we please? I'm so sick of people talkin' smack about my fighters, all this 'He's mean. He's a dirty fighter. He's the cause for all the violence and death in the world.' It's just getting old. Let's just let everything be decided in the ring."
Cartman,"You guys, shouldn't you be out shopping for my birthday presents?"
[OTH],"Here Jesus, drink these raw eggs."
[OTH],"No way, dude!"
[OTH],Ah-ah-ah I can't. I can't hit Jesus Christ. My mother would never speak to me again.
[OTH],"But you're his sparring partner, Chef."
[OTH],"Yeah, you have to hit him."
[OTH],"Satan must be defeated, Chef! Please help me to train."
[OTH],Okay. But I'm just gonna tap you. Alright?
[OTH],Give it your best sho- Oh!
[OTH],Oh! God in Heaven! What have I done?!
[OTH],Anybody get the number of that truck?
[OTH],"Come on, kiddies. Eat more."
Cartman,"Welcome, Clyde. Please put your present on the table to your left. Welcome, Bebe, presents go to your left. Welcome, Chef."
[OTH],"Yup! Here's your present, children."
[OTH],"Well, uh, nice party. Uh, see ya later."
[OTH],"Hey, you just got here, Chef!"
[OTH],"I know, but the fight is starting."
[OTH],"Dude, check it out. Cartman's mom made chili."
[OTH],Mmmmm.
[OTH],Mmmmm. That's my favorite kind of chili.
[OTH],I guess all the kids are at that fat boy's party.
[OTH],"Yes. It's always such a huge event. Sometimes, I like to sneak up to the fence and close my eyes, and pretend I'm there."
[OTH],The other kids have always hated you?
[OTH],"Oh yes. Actually I think they make fun of the fat boy a lot too,... but now I think they like him because he picks on me."
[OTH],"In the blue corner, wearing white trunks, weighing in at a mere 140 lbs., Jesus, El Saviooor-rrrrrrrrrr, Christ!"
[OTH],"And in the very very blllack corner, wearing very very blllack trunks, the king of all that is evilll, Beeeeeelzebub!"
[OTH],"Ladies and gentlemen, Lllllet's get ready to rumbllllle!!"
[OTH],"Okay, I want a good clean fight guys. No punches below the belt, holding, or miracles."
Cartman,Hey! What the hell do you think you're doing here?
[OTH],"Yeah, you weren't invited, new kid."
[OTH],"And neither were you, Pip!"
[OTH],"Yes. I tried to tell Damien that we weren't invited, but-"
[OTH],Wait a minute! Give me a chance. I want to do something special for your party.
[OTH],Rectus... dominus...
[OTH],... Sancti... cheesy poofs...
[OTH],Aaaa!
[OTH],Aye Aye Aye Ayeeeeeeeeeeeee!
[OTH],Wow!
[OTH],"Whoa, that was cool!"
[OTH],"Hey, you're not such a bad guy after all, Damien."
Cartman,Yeah. Come on in and join the party.
[OTH],"Come on, you little wuss, fight! Throw a punch!"
Cartman,"Oooh I wonder what Stan got me for my birthday present? Oh look, a Blue Mega Maaan. Thank you, Stan, you may now eat pie and cake and ice cream now. And what did Wendy get me? Oooh it's the Yellow Mega Maaan. Help yourself to pie and cake and ice cream, Wendy. Oh, look what Kyle got me? It's the Red Mega-... Ants In The Pants? Ants In The Pan- ANTS IN THE PANTS?!"
[OTH],"It's a game, dude. It's really fun."
Cartman,You son of a bitch!
[OTH],Aaaaa!
Cartman,"You were supposed to get me the red Mega Man, eh! Now I can't make the Ultra Mega Mega Man, you dirty cheap-ass piece of crap!"
[OTH],They were all out of 'em dude!
Cartman,I hate you! I want you to die! Die!!
Cartman,Aah! Aaaaaggghhhhh!!
[OTH],Aaaaaaaa!
Cartman,That's it! Party is over!
Cartman,Everybody go home!
Cartman,"Get the hell out, I said! The party's over! Get out goddammt!!"
[OTH],"Whoa, dude, you need to mellow out!"
Cartman,Take your stupid Ants In The Pants with you!
[OTH],Wow. That kid has some emotional problems.
[OTH],"Aaanh, he does this all the time."
[OTH],"Come on, children! We can still catch the end of the fight!"
[OTH],"Ooooooooooooooooooooooo uf! Ohoho, what a splendid par-ty."
[OTH],Oh!
[OTH],"Fight, dammit!"
[OTH],Oow! Ooooooh!
[OTH],"Dude, Jesus is getting his butt kicked! You've got to fight, Jesus."
[OTH],"Why? What's the point? Nobody believes in me. Everyone put their money on Satan. My Father forsaked me, the town forsaked me... I'm completely forsook."
[OTH],"Somebody bet on you, Jesus. You said yourself that one person still had money on you."
[OTH],It doesn't matter. He's way too strong for me anyway-I give up.
[OTH],"Goddammit Jesus, snap out of it! What would Nancy Kerrigan do, huh? Nancy Kerrigan wouldn't give up. When things were looking their darkest, Nancy Kerrigan fought to be the best. She wouldn't stop until she was Number One!"
[OTH],Uuuuh. Stan?
[OTH],Nancy Kerrigan wouldn't settle for second-best!
[OTH],Stan.
[OTH],She wouldn't quit until she brought home the gold!
[OTH],Stan!
[OTH],What?
[OTH],"Nancy Kerrigan got the silver, dude. She came in second."
[OTH],... Really?
[OTH],"Yeah, dude!"
[OTH],"Hoh, never mind, Jesus. Nancy Kerrigan sucks."
[OTH],"You know, somebody once said. 'Don't try to be a great man, just be a man'."
[OTH],... Who said that?
[OTH],"You did, Jesus."
[OTH],"You're right, Stan. Thank you, boys!"
[OTH],Wow. Did he say that in the Bible?
[OTH],"Nah, I saw it on Star Trek."
[OTH],Hmmm.
[OTH],"Come on, sissy. Hit me! Hit me!"
[OTH],"Okay, pal. You asked for it!"
[OTH],"Ooooooh, you got me."
[OTH],One... Two... Three...
[OTH],No way! He barely touched him!
[OTH],... Seven... Eight.
[OTH],... Nine... Ten. You're out!
[OTH],Our Savior!
[OTH],"The winner by knockout and still undisputed ruler of your spiritual kingdommmm, Jesus, El Saviooor-rrrrrrrrrr, Christ!"
[OTH],"Hey, he isn't hurt. He took a dive, he threw the fight!"
[OTH],Yeah!
[OTH],Fools! You are all fools! Of course I took a dive. Don't you see? Who do you think was the one person that bet on Jesus to win?
[OTH],"Me, you idiots! And now I will take all your hard-earned money, and return to Hell a much richer Prince of Darkness, and buy some realty. HA HA HA HA HAA!"
[OTH],I don't believe this!
[OTH],"Yeah, what a mean thing to do!"
[OTH],"Farewell, fools!"
[OTH],"Man, that guy is a jerk."
[OTH],Jesus told you guys not to bet on Satan.
[OTH],"Boy, did we get screwed."
[OTH],"Jesus, we're sorry. Can you ever forgive us?"
[OTH],Aw heck. Do I have a choice?
[OTH],"Well, Jesus, I definitely learned my lesson. Neeever bet on evil, 'cause when you d- Ned! Look, there's a rare duck-billed platypus!"
[OTH],Ih-it's comin' right for us!
[OTH],"Oh my God, they killed Kenny."
[OTH],You bastard!
[OTH],"Well, goodbye, guys. It was nice getting to know you."
[OTH],You're leaving already?
[OTH],I have to. My dad's always on the move.
[OTH],Wow. I feel kinda bad for that kid.
[OTH],Yeah. Just when he was being accepted he has to leave and start over.
[OTH],Parents can be so cruel. Don't they realize that what a child needs more than anything is security?
[OTH],"More pie, hon?"
Cartman,Eh... n-yeh. No... more... pie... eheh... seriously.
Cartman,"Here you go, Kyle... And here's yours, Stan..."
[OTH],"What is this, Cartman?"
Cartman,They're invitations to my birthday party this weekend.
[OTH],"Oh, sweet! Your mom's giving you a big party again this year?"
Cartman,"Thaat's right. 'Cause it's my birthday, my bu bubu birthday..."
[OTH],"Kick ass, dude! Cartman's mom throws the best birthday parties ever."
Cartman,That's right.
[OTH],"Yeah. If my mom could cook like Cartman's mom, I'd be a big fat-ass, too."
Cartman,That's ri-aayy.
[OTH],"Oh, Eric. I didn't get an invitation."
Cartman,"Oh, really? Gosh. Where could I have put Pip's invitation?? Let's see, Pip's invitation, Pip's invitation... Oh! I remember!"
Cartman,I shoved it up my ass!
Cartman,"Yeess, that's right. I wrote it out, put it in an envelope, sealed it, and then shoved it right up my ass, forever ruining any chance you had of coming to my birthday party! Sorry, Pip ol' chap!"
Cartman,"Here's yours, Wendy... and here's yours, Clyde..."
[OTH],"Children, children! Today is a very special day."
Cartman,"No, my birthday isn't until Saturday."
[OTH],"I'm not talking about your birthday, Eric. We have a new student joining our class today."
Cartman,Eeeeeeh!
[OTH],"Now, some of you know what it's like to be the new kid in town, so I want you all to take special care to make him feel welcome. I want you all to meet our new classmate... uh-uh, what's your name again?"
[OTH],Damien!
[OTH],Rectus...dominus...
[OTH],"Say 'hi' to Damien! And where are you from, Damien?"
[OTH],The seventh layer of hell!
[OTH],"Ooooh, that's exciting, my mother was from Alabama."
[OTH],"My arrival shall note the end of the Beginning, the beginning of the End, the new reign of my father!"
[OTH],... rectus... cheesy poofs...
[OTH],Your father?
[OTH],The Prince of Darkness!
[OTH],"Wow, we have royalty in our class. Why don't you take your seat, Damien? We're gonna finish our lesson on great singers of the Baroque era."
[OTH],"Now, children, Nancy Sinatra was quite a choice piece of ass..."
Cartman,"Hey, new kid. Do you want an invitation to my birthday party?"
[OTH],Here begins the rule of pain! The new domination of...
Cartman,"Psych! I wasn't gonna give you an invitation, hehehehehehe! Hey, who cut your hair? Stevie Wonder?"
[OTH],Rectus... dominus...
Cartman,Byah. Oof!
[OTH],"Whoa, dude!"
[OTH],Sancti...
[OTH],"Damn, what a freak!"
Cartman,Hey! I had a poofy pie in that desk!
[OTH],Cheesy poofs...
[OTH],Now feel the wrath - of the fallen angels! The plague of night is upon ye.
[OTH],"Damien, do you need to sit in time out for a few minutes?"
Cartman,"Eheh. You got in trouble, you got in trouble."
[OTH],"Hey, Cartman? How come the birthday invitation you gave me says 'Green Mega Man'?"
[OTH],Yeah. Mine says 'Red Mega Man'.
Cartman,Right. That's what your supposed to get for my birthday.
[OTH],Dude. You're not supposed to tell people what to get you for your birthday.
[OTH],"Yeah, that's weak!"
Cartman,"Look, it's very simple guys. Green Mega Man goes with Red Mega Man and Yellow Mega Man to make the Ultra Mega Mega Man. You have to have all three or it doesn't work, see?"
[OTH],Up yours. Cartman. I'll get you whatever the hell I want.
Cartman,"Oooh. So maybe you don't want to have any of my mom's cake, pie, and ice cream, then."
[OTH],"Oh great, Green Mega Man it is."
Cartman,"Now. As you can see, Kenny, you are to get me Yellow Mega Man. That's because Yellow Mega Man is the cheapest one, and I know how poor your family is."
[OTH],"Heeyy, what do you think you're doing, new kid?"
Cartman,"Yeah. You can't sit with us, weirdo!"
[OTH],Infidels! I will turn you all into beasts of burden!
[OTH],"You can't sit with us, new kid. Go find another table!"
Cartman,"Yich. Anyway Kenny, Yellow Man is only $8.95, so maybe your mom can put it on layaway and make payments for a year or two."
Cartman,Eeyy!
[OTH],"Oh. Good day, Damien. My name is Philip, but everyone calls me Pip - because they hate me."
[OTH],Then I will call you Pip.
[OTH],Right-o.
[OTH],Hey new kid!
[OTH],"Kenny says he saw... your mother drop you off this morning, and she's a real dog."
[OTH],"(Yeah, I feel that she's a freakin' bitch!)"
[OTH],That does it! Woo-paah.
[OTH],... rectus... dominus...
[OTH],What the... ?
